industry_name,skill_name,job_count
Semiconductors,Manufacturing,7
Semiconductors,Marketing,1
Semiconductors,Other,4
Semiconductors,Quality Assurance,2
Semiconductors,Sales,1
Services for Renewable Energy,Accounting/Auditing,19
Services for Renewable Energy,Administrative,18
Services for Renewable Energy,Advertising,1
Services for Renewable Energy,Analyst,17
Services for Renewable Energy,Art/Creative,1
Services for Renewable Energy,Business Development,46
Services for Renewable Energy,Consulting,14
Services for Renewable Energy,Customer Service,6
Services for Renewable Energy,Design,19
Services for Renewable Energy,Distribution,4
Services for Renewable Energy,Engineering,112
Services for Renewable Energy,Finance,36
Services for Renewable Energy,General Business,8
Services for Renewable Energy,Human Resources,8
Services for Renewable Energy,Information Technology,66
Services for Renewable Energy,Legal,7
Services for Renewable Energy,Management,40
Services for Renewable Energy,Manufacturing,31
Services for Renewable Energy,Marketing,10
Services for Renewable Energy,Other,24
Services for Renewable Energy,Product Management,4
Services for Renewable Energy,Production,7
Services for Renewable Energy,Project Management,54
Services for Renewable Energy,Public Relations,1
Services for Renewable Energy,Purchasing,2
Services for Renewable Energy,Quality Assurance,10
Services for Renewable Energy,Research,2
Services for Renewable Energy,Sales,41
Services for Renewable Energy,Science,1
Services for Renewable Energy,Strategy/Planning,21
Services for Renewable Energy,Supply Chain,4
Services for Renewable Energy,Writing/Editing,1
Shipbuilding,Accounting/Auditing,1
Shipbuilding,Analyst,1
Shipbuilding,Art/Creative,2
Shipbuilding,Business Development,1
Shipbuilding,Design,3
Shipbuilding,Engineering,4
Shipbuilding,Finance,2
Shipbuilding,General Business,1
Shipbuilding,Human Resources,2
Shipbuilding,Information Technology,9
Shipbuilding,Management,13
Shipbuilding,Manufacturing,11
Shipbuilding,Marketing,2
Shipbuilding,Other,2
Shipbuilding,Project Management,5
Shipbuilding,Purchasing,3
Shipbuilding,Quality Assurance,4
Shipbuilding,Sales,5
Shipbuilding,Strategy/Planning,1
Shipbuilding,Supply Chain,3
Soap and Cleaning Product Manufacturing,Analyst,1
Soap and Cleaning Product Manufacturing,Distribution,1
Soap and Cleaning Product Manufacturing,Engineering,2
Soap and Cleaning Product Manufacturing,Human Resources,2
Soap and Cleaning Product Manufacturing,Manufacturing,3
Soap and Cleaning Product Manufacturing,Marketing,2
Soap and Cleaning Product Manufacturing,Product Management,1
Soap and Cleaning Product Manufacturing,Production,1
Soap and Cleaning Product Manufacturing,Project Management,1
Soap and Cleaning Product Manufacturing,Research,1
Soap and Cleaning Product Manufacturing,Sales,1
Soap and Cleaning Product Manufacturing,Science,1
Soap and Cleaning Product Manufacturing,Writing/Editing,1
Social Networking Platforms,Accounting/Auditing,1
Social Networking Platforms,Administrative,3
Social Networking Platforms,Advertising,4
Social Networking Platforms,Analyst,2
Social Networking Platforms,Art/Creative,2
Social Networking Platforms,Business Development,2
Social Networking Platforms,Consulting,2
Social Networking Platforms,Customer Service,1
Social Networking Platforms,Design,2
Social Networking Platforms,Engineering,5
Social Networking Platforms,Finance,5
Social Networking Platforms,Human Resources,1
Social Networking Platforms,Information Technology,6
Social Networking Platforms,Management,2
Social Networking Platforms,Manufacturing,1
Social Networking Platforms,Marketing,11
Social Networking Platforms,Other,3
Social Networking Platforms,Production,1
Social Networking Platforms,Project Management,1
Social Networking Platforms,Public Relations,2
Social Networking Platforms,Sales,3
Social Networking Platforms,Writing/Editing,1
Software Development,Accounting/Auditing,142
Software Development,Administrative,75
Software Development,Advertising,28
Software Development,Analyst,400
Software Development,Art/Creative,95
Software Development,Business Development,654
Software Development,Consulting,187
Software Development,Customer Service,79
Software Development,Design,131
Software Development,Distribution,39
Software Development,Education,13
Software Development,Engineering,1512
Software Development,Finance,231
Software Development,General Business,63
Software Development,Health Care Provider,23
Software Development,Human Resources,129
Software Development,Information Technology,2294
Software Development,Legal,37
Software Development,Management,268
Software Development,Manufacturing,200
Software Development,Marketing,417
Software Development,Other,301
Software Development,Product Management,256
Software Development,Production,6
Software Development,Project Management,235
Software Development,Public Relations,53
Software Development,Purchasing,23
Software Development,Quality Assurance,55
Software Development,Research,340
Software Development,Sales,964
Software Development,Science,24
Software Development,Strategy/Planning,57
Software Development,Supply Chain,65
Software Development,Training,30
Software Development,Writing/Editing,116
Solar Electric Power Generation,Advertising,1
Solar Electric Power Generation,Business Development,2
Solar Electric Power Generation,Engineering,5
Solar Electric Power Generation,Information Technology,5
Solar Electric Power Generation,Management,2
Solar Electric Power Generation,Manufacturing,2
Solar Electric Power Generation,Sales,2
Space Research and Technology,Accounting/Auditing,1
Space Research and Technology,Administrative,3
Space Research and Technology,Advertising,1
Space Research and Technology,Analyst,2
Space Research and Technology,Art/Creative,1
Space Research and Technology,Business Development,3
Space Research and Technology,Consulting,2
Space Research and Technology,Customer Service,1
Space Research and Technology,Design,4
Space Research and Technology,Engineering,16
Space Research and Technology,Finance,1
Space Research and Technology,Human Resources,1
Space Research and Technology,Information Technology,10
Space Research and Technology,Management,5
Space Research and Technology,Manufacturing,1
Space Research and Technology,Project Management,7
Space Research and Technology,Research,3
Space Research and Technology,Sales,1
Space Research and Technology,Science,4
Space Research and Technology,Strategy/Planning,1
Space Research and Technology,Supply Chain,1
Specialty Trade Contractors,Accounting/Auditing,2
Specialty Trade Contractors,Administrative,3
Specialty Trade Contractors,Analyst,2
Specialty Trade Contractors,Business Development,3
Specialty Trade Contractors,Consulting,1
Specialty Trade Contractors,Customer Service,2
Specialty Trade Contractors,Engineering,2
Specialty Trade Contractors,Finance,1
Specialty Trade Contractors,General Business,1
Specialty Trade Contractors,Information Technology,2
Specialty Trade Contractors,Management,12
Specialty Trade Contractors,Manufacturing,11
Specialty Trade Contractors,Marketing,2
Specialty Trade Contractors,Other,1
Specialty Trade Contractors,Project Management,3
Specialty Trade Contractors,Research,1
Specialty Trade Contractors,Sales,6
Spectator Sports,Accounting/Auditing,12
Spectator Sports,Administrative,7
Spectator Sports,Advertising,1
Spectator Sports,Analyst,2
Spectator Sports,Art/Creative,6
Spectator Sports,Business Development,16
Spectator Sports,Consulting,3
Spectator Sports,Customer Service,3
Spectator Sports,Design,4
Spectator Sports,Education,5
Spectator Sports,Engineering,15
Spectator Sports,Finance,12
Spectator Sports,General Business,1
Spectator Sports,Human Resources,6
Spectator Sports,Information Technology,33
Spectator Sports,Legal,1
Spectator Sports,Management,29
Spectator Sports,Manufacturing,26
Spectator Sports,Marketing,18
Spectator Sports,Other,42
Spectator Sports,Product Management,4
Spectator Sports,Production,1
Spectator Sports,Project Management,6
Spectator Sports,Public Relations,8
Spectator Sports,Quality Assurance,1
Spectator Sports,Research,2
Spectator Sports,Sales,25
Spectator Sports,Strategy/Planning,2
Spectator Sports,Supply Chain,1
Spectator Sports,Training,5
Spectator Sports,Writing/Editing,10
Sporting Goods Manufacturing,Accounting/Auditing,2
Sporting Goods Manufacturing,Advertising,1
Sporting Goods Manufacturing,Analyst,2
Sporting Goods Manufacturing,Art/Creative,4
Sporting Goods Manufacturing,Business Development,97
Sporting Goods Manufacturing,Customer Service,20
Sporting Goods Manufacturing,Design,2
Sporting Goods Manufacturing,Distribution,1
Sporting Goods Manufacturing,Engineering,11
Sporting Goods Manufacturing,Finance,10
Sporting Goods Manufacturing,General Business,6
Sporting Goods Manufacturing,Human Resources,2
Sporting Goods Manufacturing,Information Technology,20
Sporting Goods Manufacturing,Legal,2
Sporting Goods Manufacturing,Management,30
Sporting Goods Manufacturing,Manufacturing,28
Sporting Goods Manufacturing,Marketing,21
Sporting Goods Manufacturing,Other,23
Sporting Goods Manufacturing,Product Management,12
Sporting Goods Manufacturing,Project Management,4
Sporting Goods Manufacturing,Public Relations,5
Sporting Goods Manufacturing,Purchasing,2
Sporting Goods Manufacturing,Quality Assurance,1
Sporting Goods Manufacturing,Research,2
Sporting Goods Manufacturing,Sales,115
Sporting Goods Manufacturing,Supply Chain,2
Sporting Goods Manufacturing,Writing/Editing,4
Sports Teams and Clubs,Business Development,2
Sports Teams and Clubs,Customer Service,2
Sports Teams and Clubs,Education,1
Sports Teams and Clubs,General Business,1
Sports Teams and Clubs,Human Resources,1
Sports Teams and Clubs,Information Technology,1
Sports Teams and Clubs,Management,2
Sports Teams and Clubs,Marketing,4
Sports Teams and Clubs,Other,2
Sports Teams and Clubs,Public Relations,2
Sports Teams and Clubs,Sales,2
Sports and Recreation Instruction,Accounting/Auditing,1
Sports and Recreation Instruction,Finance,1
Sports and Recreation Instruction,Information Technology,5
Sports and Recreation Instruction,Management,14
Sports and Recreation Instruction,Manufacturing,14
Sports and Recreation Instruction,Other,3
Spring and Wire Product Manufacturing,Engineering,1
Spring and Wire Product Manufacturing,Management,1
Spring and Wire Product Manufacturing,Manufacturing,2
Spring and Wire Product Manufacturing,Other,1
Spring and Wire Product Manufacturing,Product Management,1
Spring and Wire Product Manufacturing,Quality Assurance,3
Spring and Wire Product Manufacturing,Sales,1
Staffing and Recruiting,Accounting/Auditing,549
Staffing and Recruiting,Administrative,396
Staffing and Recruiting,Advertising,7
Staffing and Recruiting,Analyst,193
Staffing and Recruiting,Art/Creative,82
Staffing and Recruiting,Business Development,572
Staffing and Recruiting,Consulting,136
Staffing and Recruiting,Customer Service,88
Staffing and Recruiting,Design,98
Staffing and Recruiting,Distribution,1
Staffing and Recruiting,Education,91
Staffing and Recruiting,Engineering,717
Staffing and Recruiting,Finance,651
Staffing and Recruiting,General Business,29
Staffing and Recruiting,Health Care Provider,2771
Staffing and Recruiting,Human Resources,254
Staffing and Recruiting,Information Technology,1664
Staffing and Recruiting,Legal,227
Staffing and Recruiting,Management,1250
Staffing and Recruiting,Manufacturing,1112
Staffing and Recruiting,Marketing,188
Staffing and Recruiting,Other,506
Staffing and Recruiting,Product Management,25
Staffing and Recruiting,Production,13
Staffing and Recruiting,Project Management,214
Staffing and Recruiting,Public Relations,57
Staffing and Recruiting,Purchasing,26
Staffing and Recruiting,Quality Assurance,121
Staffing and Recruiting,Research,141
Staffing and Recruiting,Sales,909
Staffing and Recruiting,Science,36
Staffing and Recruiting,Strategy/Planning,16
Staffing and Recruiting,Supply Chain,29
Staffing and Recruiting,Training,93
Staffing and Recruiting,Writing/Editing,70
Strategic Management Services,Accounting/Auditing,1
Strategic Management Services,Administrative,5
Strategic Management Services,Advertising,2
Strategic Management Services,Analyst,1
Strategic Management Services,Business Development,4
Strategic Management Services,Consulting,3
Strategic Management Services,Customer Service,2
Strategic Management Services,Design,1
Strategic Management Services,Education,2
Strategic Management Services,Engineering,3
Strategic Management Services,Finance,2
Strategic Management Services,General Business,1
Strategic Management Services,Human Resources,2
Strategic Management Services,Information Technology,8
Strategic Management Services,Management,12
Strategic Management Services,Manufacturing,2
Strategic Management Services,Marketing,1
Strategic Management Services,Project Management,10
Strategic Management Services,Quality Assurance,2
Strategic Management Services,Research,1
Strategic Management Services,Sales,3
Strategic Management Services,Science,1
Strategic Management Services,Strategy/Planning,4
Strategic Management Services,Supply Chain,1
Strategic Management Services,Writing/Editing,1
Sugar and Confectionery Product Manufacturing,Accounting/Auditing,1
Sugar and Confectionery Product Manufacturing,Administrative,2
Sugar and Confectionery Product Manufacturing,Analyst,1
Sugar and Confectionery Product Manufacturing,Manufacturing,2
Sugar and Confectionery Product Manufacturing,Production,2
Sugar and Confectionery Product Manufacturing,Project Management,1
Sugar and Confectionery Product Manufacturing,Quality Assurance,2
Sugar and Confectionery Product Manufacturing,Strategy/Planning,1
Surveying and Mapping Services,Accounting/Auditing,1
Surveying and Mapping Services,Analyst,1
Surveying and Mapping Services,Consulting,4
Surveying and Mapping Services,Customer Service,1
Surveying and Mapping Services,Design,2
Surveying and Mapping Services,Engineering,6
Surveying and Mapping Services,Information Technology,1
Surveying and Mapping Services,Other,1
Surveying and Mapping Services,Project Management,4
Surveying and Mapping Services,Quality Assurance,2
Technical and Vocational Training,Accounting/Auditing,1
Technical and Vocational Training,Analyst,1
Technical and Vocational Training,Customer Service,1
Technical and Vocational Training,Design,1
Technical and Vocational Training,Education,2
Technical and Vocational Training,Finance,1
Technical and Vocational Training,Information Technology,1
Technical and Vocational Training,Other,2
Technical and Vocational Training,Project Management,1
Technical and Vocational Training,Training,2
"Technology, Information and Internet",Accounting/Auditing,34
"Technology, Information and Internet",Administrative,24
"Technology, Information and Internet",Advertising,29
"Technology, Information and Internet",Analyst,28
"Technology, Information and Internet",Art/Creative,38
"Technology, Information and Internet",Business Development,216
"Technology, Information and Internet",Consulting,37
"Technology, Information and Internet",Customer Service,24
"Technology, Information and Internet",Design,40
"Technology, Information and Internet",Education,44
"Technology, Information and Internet",Engineering,387
"Technology, Information and Internet",Finance,107
"Technology, Information and Internet",General Business,23
"Technology, Information and Internet",Health Care Provider,15
"Technology, Information and Internet",Human Resources,31
"Technology, Information and Internet",Information Technology,537
"Technology, Information and Internet",Legal,45
"Technology, Information and Internet",Management,126
"Technology, Information and Internet",Manufacturing,98
"Technology, Information and Internet",Marketing,141
"Technology, Information and Internet",Other,113
"Technology, Information and Internet",Product Management,42
"Technology, Information and Internet",Production,1
"Technology, Information and Internet",Project Management,83
"Technology, Information and Internet",Public Relations,34
"Technology, Information and Internet",Purchasing,13
"Technology, Information and Internet",Quality Assurance,10
"Technology, Information and Internet",Research,35
"Technology, Information and Internet",Sales,433
"Technology, Information and Internet",Strategy/Planning,32
"Technology, Information and Internet",Supply Chain,11
"Technology, Information and Internet",Training,43
"Technology, Information and Internet",Writing/Editing,36
"Technology, Information and Media",Accounting/Auditing,67
"Technology, Information and Media",Administrative,101
"Technology, Information and Media",Advertising,42
"Technology, Information and Media",Analyst,78
"Technology, Information and Media",Art/Creative,26
"Technology, Information and Media",Business Development,88
"Technology, Information and Media",Consulting,62
"Technology, Information and Media",Customer Service,85
"Technology, Information and Media",Design,26
"Technology, Information and Media",Distribution,1
"Technology, Information and Media",Education,4
"Technology, Information and Media",Engineering,135
"Technology, Information and Media",Finance,51
"Technology, Information and Media",General Business,85
"Technology, Information and Media",Health Care Provider,4
"Technology, Information and Media",Human Resources,22
"Technology, Information and Media",Information Technology,596
"Technology, Information and Media",Legal,10
"Technology, Information and Media",Management,116
"Technology, Information and Media",Manufacturing,11
"Technology, Information and Media",Marketing,123
"Technology, Information and Media",Other,44
"Technology, Information and Media",Product Management,46
"Technology, Information and Media",Production,9
"Technology, Information and Media",Project Management,89
"Technology, Information and Media",Public Relations,12
"Technology, Information and Media",Purchasing,1
"Technology, Information and Media",Quality Assurance,15
"Technology, Information and Media",Research,21
"Technology, Information and Media",Sales,104
"Technology, Information and Media",Science,4
"Technology, Information and Media",Strategy/Planning,35
"Technology, Information and Media",Supply Chain,5
"Technology, Information and Media",Training,7
"Technology, Information and Media",Writing/Editing,25
Telecommunications,Accounting/Auditing,84
Telecommunications,Administrative,15
Telecommunications,Advertising,32
Telecommunications,Analyst,58
Telecommunications,Art/Creative,8
Telecommunications,Business Development,714
Telecommunications,Consulting,18
Telecommunications,Customer Service,255
Telecommunications,Design,23
Telecommunications,Distribution,2
Telecommunications,Education,6
Telecommunications,Engineering,283
Telecommunications,Finance,97
Telecommunications,General Business,17
Telecommunications,Health Care Provider,1
Telecommunications,Human Resources,29
Telecommunications,Information Technology,573
Telecommunications,Legal,25
Telecommunications,Management,240
Telecommunications,Manufacturing,101
Telecommunications,Marketing,258
Telecommunications,Other,420
Telecommunications,Product Management,14
Telecommunications,Production,7
Telecommunications,Project Management,104
Telecommunications,Public Relations,9
Telecommunications,Purchasing,4
Telecommunications,Quality Assurance,11
Telecommunications,Research,45
Telecommunications,Sales,922
Telecommunications,Strategy/Planning,5
Telecommunications,Supply Chain,5
Telecommunications,Training,10
Telecommunications,Writing/Editing,7
Telephone Call Centers,Accounting/Auditing,1
Telephone Call Centers,Administrative,1
Telephone Call Centers,Analyst,1
Telephone Call Centers,Customer Service,14
Telephone Call Centers,Engineering,1
Telephone Call Centers,General Business,1
Telephone Call Centers,Health Care Provider,2
Telephone Call Centers,Human Resources,1
Telephone Call Centers,Information Technology,2
Telephone Call Centers,Management,3
Telephone Call Centers,Marketing,1
Telephone Call Centers,Product Management,1
Telephone Call Centers,Quality Assurance,1
Telephone Call Centers,Sales,2
Telephone Call Centers,Strategy/Planning,2
Textile Manufacturing,Accounting/Auditing,3
Textile Manufacturing,Administrative,4
Textile Manufacturing,Analyst,2
Textile Manufacturing,Art/Creative,4
Textile Manufacturing,Business Development,35
Textile Manufacturing,Customer Service,18
Textile Manufacturing,Design,5
Textile Manufacturing,Engineering,11
Textile Manufacturing,Finance,4
Textile Manufacturing,General Business,36
Textile Manufacturing,Human Resources,2
Textile Manufacturing,Information Technology,13
Textile Manufacturing,Management,48
Textile Manufacturing,Manufacturing,76
Textile Manufacturing,Marketing,2
Textile Manufacturing,Other,51
Textile Manufacturing,Product Management,2
Textile Manufacturing,Production,32
Textile Manufacturing,Project Management,1
Textile Manufacturing,Public Relations,1
Textile Manufacturing,Purchasing,3
Textile Manufacturing,Quality Assurance,2
Textile Manufacturing,Research,3
Textile Manufacturing,Sales,39
Textile Manufacturing,Strategy/Planning,1
Textile Manufacturing,Supply Chain,2
Textile Manufacturing,Writing/Editing,1
Theater Companies,Administrative,1
Theater Companies,Management,1
Theater Companies,Strategy/Planning,1
Think Tanks,Administrative,4
Think Tanks,Analyst,2
Think Tanks,Business Development,1
Think Tanks,Education,1
Think Tanks,Engineering,1
Think Tanks,Finance,2
Think Tanks,Human Resources,1
Think Tanks,Information Technology,1
Think Tanks,Other,5
Think Tanks,Project Management,1
Think Tanks,Quality Assurance,2
Think Tanks,Research,5
Think Tanks,Sales,2
Think Tanks,Science,3
Think Tanks,Training,1
Think Tanks,Writing/Editing,1
Tobacco Manufacturing,Accounting/Auditing,1
Tobacco Manufacturing,Administrative,2
Tobacco Manufacturing,Advertising,2
Tobacco Manufacturing,Analyst,1
Tobacco Manufacturing,Business Development,10
Tobacco Manufacturing,Customer Service,1
Tobacco Manufacturing,Distribution,3
Tobacco Manufacturing,Engineering,1
Tobacco Manufacturing,Finance,1
Tobacco Manufacturing,General Business,2
Tobacco Manufacturing,Human Resources,3
Tobacco Manufacturing,Information Technology,2
Tobacco Manufacturing,Management,4
Tobacco Manufacturing,Manufacturing,4
Tobacco Manufacturing,Marketing,9
Tobacco Manufacturing,Other,1
Tobacco Manufacturing,Product Management,4
Tobacco Manufacturing,Production,4
Tobacco Manufacturing,Project Management,1
Tobacco Manufacturing,Public Relations,1
Tobacco Manufacturing,Quality Assurance,1
Tobacco Manufacturing,Sales,14
Tobacco Manufacturing,Supply Chain,4
Tobacco Manufacturing,Training,1
Translation and Localization,Administrative,6
Translation and Localization,Analyst,2
Translation and Localization,Art/Creative,30
Translation and Localization,Business Development,6
Translation and Localization,Consulting,2
Translation and Localization,Customer Service,2
Translation and Localization,Engineering,4
Translation and Localization,Finance,1
Translation and Localization,Health Care Provider,3
Translation and Localization,Information Technology,39
Translation and Localization,Management,1
Translation and Localization,Manufacturing,1
Translation and Localization,Marketing,2
Translation and Localization,Other,3
Translation and Localization,Project Management,4
Translation and Localization,Public Relations,1
Translation and Localization,Quality Assurance,11
Translation and Localization,Research,16
Translation and Localization,Sales,9
Translation and Localization,Writing/Editing,32
Transportation Equipment Manufacturing,Business Development,2
Transportation Equipment Manufacturing,Management,1
Transportation Equipment Manufacturing,Sales,1
Transportation Equipment Manufacturing,Supply Chain,1
Transportation Programs,Accounting/Auditing,2
Transportation Programs,Business Development,1
Transportation Programs,Consulting,1
Transportation Programs,Engineering,2
Transportation Programs,Finance,2
Transportation Programs,General Business,1
Transportation Programs,Human Resources,1
Transportation Programs,Information Technology,6
Transportation Programs,Management,1
Transportation Programs,Other,2
Transportation Programs,Project Management,2
Transportation Programs,Quality Assurance,2
Transportation Programs,Science,1
Transportation Programs,Strategy/Planning,1
"Transportation, Logistics, Supply Chain and Storage",Accounting/Auditing,76
"Transportation, Logistics, Supply Chain and Storage",Administrative,59
"Transportation, Logistics, Supply Chain and Storage",Advertising,1
"Transportation, Logistics, Supply Chain and Storage",Analyst,49
"Transportation, Logistics, Supply Chain and Storage",Art/Creative,3
"Transportation, Logistics, Supply Chain and Storage",Business Development,153
"Transportation, Logistics, Supply Chain and Storage",Consulting,9
"Transportation, Logistics, Supply Chain and Storage",Customer Service,57
"Transportation, Logistics, Supply Chain and Storage",Design,7
"Transportation, Logistics, Supply Chain and Storage",Distribution,70
"Transportation, Logistics, Supply Chain and Storage",Education,4
"Transportation, Logistics, Supply Chain and Storage",Engineering,68
"Transportation, Logistics, Supply Chain and Storage",Finance,67
"Transportation, Logistics, Supply Chain and Storage",General Business,25
"Transportation, Logistics, Supply Chain and Storage",Health Care Provider,17
"Transportation, Logistics, Supply Chain and Storage",Human Resources,41
"Transportation, Logistics, Supply Chain and Storage",Information Technology,159
"Transportation, Logistics, Supply Chain and Storage",Legal,5
"Transportation, Logistics, Supply Chain and Storage",Management,594
"Transportation, Logistics, Supply Chain and Storage",Manufacturing,575
"Transportation, Logistics, Supply Chain and Storage",Marketing,18
"Transportation, Logistics, Supply Chain and Storage",Other,165
"Transportation, Logistics, Supply Chain and Storage",Product Management,14
"Transportation, Logistics, Supply Chain and Storage",Production,6
"Transportation, Logistics, Supply Chain and Storage",Project Management,45
"Transportation, Logistics, Supply Chain and Storage",Public Relations,1
"Transportation, Logistics, Supply Chain and Storage",Purchasing,20
"Transportation, Logistics, Supply Chain and Storage",Quality Assurance,24
"Transportation, Logistics, Supply Chain and Storage",Research,16
"Transportation, Logistics, Supply Chain and Storage",Sales,188
"Transportation, Logistics, Supply Chain and Storage",Strategy/Planning,32
"Transportation, Logistics, Supply Chain and Storage",Supply Chain,167
"Transportation, Logistics, Supply Chain and Storage",Training,7
"Transportation, Logistics, Supply Chain and Storage",Writing/Editing,3
Transportation/Trucking/Railroad,Administrative,1
Transportation/Trucking/Railroad,Business Development,2
Transportation/Trucking/Railroad,Engineering,7
Transportation/Trucking/Railroad,Human Resources,1
Transportation/Trucking/Railroad,Information Technology,10
Transportation/Trucking/Railroad,Management,28
Transportation/Trucking/Railroad,Manufacturing,28
Transportation/Trucking/Railroad,Other,1
Transportation/Trucking/Railroad,Quality Assurance,2
Transportation/Trucking/Railroad,Sales,2
Travel Arrangements,Accounting/Auditing,11
Travel Arrangements,Administrative,9
Travel Arrangements,Advertising,1
Travel Arrangements,Analyst,12
Travel Arrangements,Art/Creative,6
Travel Arrangements,Business Development,28
Travel Arrangements,Consulting,3
Travel Arrangements,Customer Service,34
Travel Arrangements,Design,7
Travel Arrangements,Engineering,14
Travel Arrangements,Finance,14
Travel Arrangements,General Business,1
Travel Arrangements,Human Resources,7
Travel Arrangements,Information Technology,41
Travel Arrangements,Legal,2
Travel Arrangements,Management,119
Travel Arrangements,Manufacturing,103
Travel Arrangements,Marketing,27
Travel Arrangements,Other,49
Travel Arrangements,Product Management,7
Travel Arrangements,Production,4
Travel Arrangements,Project Management,8
Travel Arrangements,Public Relations,6
Travel Arrangements,Purchasing,5
Travel Arrangements,Quality Assurance,3
Travel Arrangements,Research,3
Travel Arrangements,Sales,46
Travel Arrangements,Science,1
Travel Arrangements,Strategy/Planning,7
Travel Arrangements,Supply Chain,6
Travel Arrangements,Writing/Editing,6
Truck Transportation,Accounting/Auditing,35
Truck Transportation,Administrative,31
Truck Transportation,Advertising,1
Truck Transportation,Analyst,12
Truck Transportation,Art/Creative,3
Truck Transportation,Business Development,115
Truck Transportation,Consulting,6
Truck Transportation,Customer Service,20
Truck Transportation,Design,3
Truck Transportation,Distribution,27
Truck Transportation,Education,3
Truck Transportation,Engineering,59
Truck Transportation,Finance,44
Truck Transportation,General Business,9
Truck Transportation,Human Resources,18
Truck Transportation,Information Technology,95
Truck Transportation,Legal,4
Truck Transportation,Management,413
Truck Transportation,Manufacturing,397
Truck Transportation,Marketing,12
Truck Transportation,Other,102
Truck Transportation,Product Management,6
Truck Transportation,Production,10
Truck Transportation,Project Management,20
Truck Transportation,Public Relations,1
Truck Transportation,Purchasing,6
Truck Transportation,Quality Assurance,21
Truck Transportation,Research,7
Truck Transportation,Sales,156
Truck Transportation,Strategy/Planning,10
Truck Transportation,Supply Chain,50
Truck Transportation,Training,4
Truck Transportation,Writing/Editing,2
Trusts and Estates,Accounting/Auditing,1
Trusts and Estates,Administrative,2
Trusts and Estates,Consulting,1
Trusts and Estates,Customer Service,1
Trusts and Estates,Finance,2
Trusts and Estates,General Business,2
Trusts and Estates,Legal,4
Trusts and Estates,Other,1
Trusts and Estates,Research,1
Trusts and Estates,Writing/Editing,1
Turned Products and Fastener Manufacturing,Business Development,1
Turned Products and Fastener Manufacturing,Customer Service,1
Turned Products and Fastener Manufacturing,Engineering,2
Turned Products and Fastener Manufacturing,Information Technology,1
Turned Products and Fastener Manufacturing,Manufacturing,1
Turned Products and Fastener Manufacturing,Sales,1
Urban Transit Services,Information Technology,1
Urban Transit Services,Management,1
Urban Transit Services,Manufacturing,1
Utilities,Accounting/Auditing,34
Utilities,Administrative,36
Utilities,Analyst,39
Utilities,Art/Creative,12
Utilities,Business Development,55
Utilities,Consulting,22
Utilities,Customer Service,7
Utilities,Design,76
Utilities,Distribution,5
Utilities,Education,16
Utilities,Engineering,280
Utilities,Finance,65
Utilities,General Business,12
Utilities,Health Care Provider,3
Utilities,Human Resources,27
Utilities,Information Technology,274
Utilities,Legal,14
Utilities,Management,199
Utilities,Manufacturing,167
Utilities,Marketing,15
Utilities,Other,133
Utilities,Product Management,7
Utilities,Production,4
Utilities,Project Management,105
Utilities,Public Relations,4
Utilities,Purchasing,7
Utilities,Quality Assurance,19
Utilities,Research,13
Utilities,Sales,96
Utilities,Science,35
Utilities,Strategy/Planning,14
Utilities,Supply Chain,17
Utilities,Training,17
Utilities,Writing/Editing,7
Utilities Administration,Accounting/Auditing,2
Utilities Administration,Administrative,5
Utilities Administration,Analyst,4
Utilities Administration,Distribution,2
Utilities Administration,Engineering,3
Utilities Administration,Finance,2
Utilities Administration,General Business,3
Utilities Administration,Human Resources,1
Utilities Administration,Information Technology,6
Utilities Administration,Management,5
Utilities Administration,Other,2
Utilities Administration,Project Management,6
Utilities Administration,Purchasing,1
Utilities Administration,Sales,1
Utilities Administration,Supply Chain,2
Utilities Administration,Writing/Editing,1
Utility System Construction,Accounting/Auditing,2
Utility System Construction,Finance,2
Vehicle Repair and Maintenance,Business Development,2
Vehicle Repair and Maintenance,Customer Service,1
Vehicle Repair and Maintenance,Management,3
Vehicle Repair and Maintenance,Manufacturing,3
Vehicle Repair and Maintenance,Sales,2
Vehicle Repair and Maintenance,Strategy/Planning,1
Venture Capital and Private Equity Principals,Accounting/Auditing,72
Venture Capital and Private Equity Principals,Administrative,112
Venture Capital and Private Equity Principals,Analyst,27
Venture Capital and Private Equity Principals,Art/Creative,2
Venture Capital and Private Equity Principals,Business Development,74
Venture Capital and Private Equity Principals,Consulting,20
Venture Capital and Private Equity Principals,Customer Service,6
Venture Capital and Private Equity Principals,Design,2
Venture Capital and Private Equity Principals,Distribution,1
Venture Capital and Private Equity Principals,Education,1
Venture Capital and Private Equity Principals,Engineering,11
Venture Capital and Private Equity Principals,Finance,101
Venture Capital and Private Equity Principals,General Business,70
Venture Capital and Private Equity Principals,Health Care Provider,1
Venture Capital and Private Equity Principals,Human Resources,8
Venture Capital and Private Equity Principals,Information Technology,17
Venture Capital and Private Equity Principals,Legal,4
Venture Capital and Private Equity Principals,Management,21
Venture Capital and Private Equity Principals,Manufacturing,5
Venture Capital and Private Equity Principals,Marketing,4
Venture Capital and Private Equity Principals,Other,16
Venture Capital and Private Equity Principals,Project Management,12
Venture Capital and Private Equity Principals,Research,9
Venture Capital and Private Equity Principals,Sales,22
Venture Capital and Private Equity Principals,Strategy/Planning,9
Venture Capital and Private Equity Principals,Training,1
Veterinary,Health Care Provider,3
Veterinary,Marketing,1
